frame_id,timestamp,track_id,class,x1,y1,x2,y2,confidence
580,2026-06-06 14:35:26,11,person,1115.30,48.57,1175.99,146.25,0.5254
581,2026-06-06 14:35:26,6,person,491.44,0.29,515.26,43.79,0.4548
581,2026-06-06 14:35:26,8,car,-4.71,85.59,243.36,261.92,0.9118
581,2026-06-06 14:35:26,9,person,1076.62,97.18,1206.42,173.50,0.8153
581,2026-06-06 14:35:26,11,person,1115.30,48.57,1175.99,146.25,0.5254
582,2026-06-06 14:35:26,6,person,491.44,0.29,515.26,43.79,0.4548
582,2026-06-06 14:35:26,8,car,-4.06,86.46,227.22,260.17,0.9075
582,2026-06-06 14:35:26,9,person,1087.36,98.32,1216.10,174.72,0.8364
582,2026-06-06 14:35:26,11,person,1136.12,43.30,1197.14,146.53,0.5538
583,2026-06-06 14:35:27,6,person,491.44,0.29,515.26,43.79,0.4548
583,2026-06-06 14:35:27,8,car,-3.23,87.18,211.28,258.07,0.9027
583,2026-06-06 14:35:27,9,person,1098.02,100.83,1225.75,175.12,0.8468
583,2026-06-06 14:35:27,11,person,1144.13,41.54,1206.55,147.80,0.7129
584,2026-06-06 14:35:27,6,person,491.44,0.29,515.26,43.79,0.4548
584,2026-06-06 14:35:27,8,car,-2.45,88.34,194.74,256.57,0.7628
584,2026-06-06 14:35:27,9,person,1109.39,101.97,1235.10,175.55,0.8266
584,2026-06-06 14:35:27,11,person,1152.58,44.66,1216.51,147.15,0.5092
585,2026-06-06 14:35:27,8,car,-1.78,89.96,178.40,255.70,0.8781
585,2026-06-06 14:35:27,9,person,1120.38,101.57,1245.92,175.86,0.8300
585,2026-06-06 14:35:27,11,person,1162.63,42.81,1225.76,148.82,0.5814
586,2026-06-06 14:35:27,8,car,-1.44,90.50,161.53,255.45,0.8878
586,2026-06-06 14:35:27,9,person,1129.15,103.19,1254.46,175.55,0.8508
586,2026-06-06 14:35:27,11,person,1172.91,43.81,1234.16,150.69,0.6787
587,2026-06-06 14:35:28,8,car,-0.93,92.45,145.35,255.44,0.8966
587,2026-06-06 14:35:28,9,person,1139.90,102.82,1265.04,174.77,0.8042
587,2026-06-06 14:35:28,11,person,1181.40,47.14,1248.63,150.51,0.6437
588,2026-06-06 14:35:28,8,car,-0.80,94.53,129.52,255.23,0.8830
588,2026-06-06 14:35:28,9,person,1150.62,104.60,1276.45,174.79,0.8120
588,2026-06-06 14:35:28,11,person,1191.14,48.98,1259.38,153.55,0.6164
589,2026-06-06 14:35:28,8,car,-0.62,97.66,112.96,254.94,0.8709
589,2026-06-06 14:35:28,9,person,1161.04,104.89,1281.33,174.75,0.8281
589,2026-06-06 14:35:28,11,person,1204.59,47.44,1270.10,154.54,0.6559
590,2026-06-06 14:35:28,8,car,-0.43,101.69,96.80,255.18,0.8685
590,2026-06-06 14:35:28,9,person,1171.99,108.11,1282.76,174.55,0.7925
590,2026-06-06 14:35:28,11,person,1214.81,48.21,1276.63,151.90,0.5740
591,2026-06-06 14:35:28,8,car,-0.24,104.88,80.69,253.96,0.7931
591,2026-06-06 14:35:28,9,person,1182.64,111.74,1282.40,174.24,0.7850
591,2026-06-06 14:35:28,11,person,1214.81,48.21,1276.63,151.90,0.5740
592,2026-06-06 14:35:29,8,car,-0.01,107.24,65.41,244.02,0.5745
592,2026-06-06 14:35:29,9,person,1193.53,113.45,1282.43,174.13,0.5606
592,2026-06-06 14:35:29,11,person,1235.27,51.88,1283.30,132.61,0.5286
593,2026-06-06 14:35:29,8,car,-0.01,107.24,65.41,244.02,0.5745
593,2026-06-06 14:35:29,9,person,1193.53,113.45,1282.43,174.13,0.5606
593,2026-06-06 14:35:29,11,person,1235.27,51.88,1283.30,132.61,0.5286
594,2026-06-06 14:35:29,8,car,-0.01,107.24,65.41,244.02,0.5745
594,2026-06-06 14:35:29,9,person,1212.69,117.24,1282.10,172.78,0.5200
594,2026-06-06 14:35:29,11,person,1255.22,62.38,1282.89,141.49,0.5452
595,2026-06-06 14:35:29,8,car,-0.01,107.24,65.41,244.02,0.5745
595,2026-06-06 14:35:29,9,person,1222.61,118.32,1280.80,173.21,0.4848
595,2026-06-06 14:35:29,11,person,1255.22,62.38,1282.89,141.49,0.5452
596,2026-06-06 14:35:29,8,car,-0.01,107.24,65.41,244.02,0.5745
596,2026-06-06 14:35:29,9,person,1222.61,118.32,1280.80,173.21,0.4848
596,2026-06-06 14:35:29,11,person,1255.22,62.38,1282.89,141.49,0.5452
597,2026-06-06 14:35:29,8,car,-0.01,107.24,65.41,244.02,0.5745
597,2026-06-06 14:35:29,9,person,1222.61,118.32,1280.80,173.21,0.4848
597,2026-06-06 14:35:29,11,person,1255.22,62.38,1282.89,141.49,0.5452
598,2026-06-06 14:35:30,8,car,-0.01,107.24,65.41,244.02,0.5745
598,2026-06-06 14:35:30,9,person,1222.61,118.32,1280.80,173.21,0.4848
598,2026-06-06 14:35:30,11,person,1255.22,62.38,1282.89,141.49,0.5452
599,2026-06-06 14:35:30,8,car,-0.01,107.24,65.41,244.02,0.5745
599,2026-06-06 14:35:30,9,person,1222.61,118.32,1280.80,173.21,0.4848
599,2026-06-06 14:35:30,11,person,1255.22,62.38,1282.89,141.49,0.5452
600,2026-06-06 14:35:30,8,car,-0.01,107.24,65.41,244.02,0.5745
600,2026-06-06 14:35:30,9,person,1222.61,118.32,1280.80,173.21,0.4848
600,2026-06-06 14:35:30,11,person,1255.22,62.38,1282.89,141.49,0.5452
601,2026-06-06 14:35:30,8,car,-0.01,107.24,65.41,244.02,0.5745
601,2026-06-06 14:35:30,9,person,1222.61,118.32,1280.80,173.21,0.4848
601,2026-06-06 14:35:30,11,person,1255.22,62.38,1282.89,141.49,0.5452
602,2026-06-06 14:35:30,8,car,-0.01,107.24,65.41,244.02,0.5745
602,2026-06-06 14:35:30,9,person,1222.61,118.32,1280.80,173.21,0.4848
602,2026-06-06 14:35:30,11,person,1255.22,62.38,1282.89,141.49,0.5452
603,2026-06-06 14:35:30,8,car,-0.01,107.24,65.41,244.02,0.5745
603,2026-06-06 14:35:30,9,person,1222.61,118.32,1280.80,173.21,0.4848
603,2026-06-06 14:35:30,11,person,1255.22,62.38,1282.89,141.49,0.5452
604,2026-06-06 14:35:31,8,car,-0.01,107.24,65.41,244.02,0.5745
604,2026-06-06 14:35:31,9,person,1222.61,118.32,1280.80,173.21,0.4848
604,2026-06-06 14:35:31,11,person,1255.22,62.38,1282.89,141.49,0.5452
605,2026-06-06 14:35:31,8,car,-0.01,107.24,65.41,244.02,0.5745
605,2026-06-06 14:35:31,9,person,1222.61,118.32,1280.80,173.21,0.4848
605,2026-06-06 14:35:31,11,person,1255.22,62.38,1282.89,141.49,0.5452
606,2026-06-06 14:35:31,8,car,-0.01,107.24,65.41,244.02,0.5745
606,2026-06-06 14:35:31,9,person,1222.61,118.32,1280.80,173.21,0.4848
606,2026-06-06 14:35:31,11,person,1255.22,62.38,1282.89,141.49,0.5452
607,2026-06-06 14:35:31,8,car,-0.01,107.24,65.41,244.02,0.5745
607,2026-06-06 14:35:31,9,person,1222.61,118.32,1280.80,173.21,0.4848
607,2026-06-06 14:35:31,11,person,1255.22,62.38,1282.89,141.49,0.5452
608,2026-06-06 14:35:31,8,car,-0.01,107.24,65.41,244.02,0.5745
608,2026-06-06 14:35:31,9,person,1222.61,118.32,1280.80,173.21,0.4848
608,2026-06-06 14:35:31,11,person,1255.22,62.38,1282.89,141.49,0.5452
609,2026-06-06 14:35:31,8,car,-0.01,107.24,65.41,244.02,0.5745
609,2026-06-06 14:35:31,9,person,1222.61,118.32,1280.80,173.21,0.4848
609,2026-06-06 14:35:31,11,person,1255.22,62.38,1282.89,141.49,0.5452
610,2026-06-06 14:35:32,8,car,-0.01,107.24,65.41,244.02,0.5745
610,2026-06-06 14:35:32,9,person,1222.61,118.32,1280.80,173.21,0.4848
610,2026-06-06 14:35:32,11,person,1255.22,62.38,1282.89,141.49,0.5452
611,2026-06-06 14:35:32,8,car,-0.01,107.24,65.41,244.02,0.5745
611,2026-06-06 14:35:32,9,person,1222.61,118.32,1280.80,173.21,0.4848
611,2026-06-06 14:35:32,11,person,1255.22,62.38,1282.89,141.49,0.5452
612,2026-06-06 14:35:32,8,car,-0.01,107.24,65.41,244.02,0.5745
612,2026-06-06 14:35:32,9,person,1222.61,118.32,1280.80,173.21,0.4848
612,2026-06-06 14:35:32,11,person,1255.22,62.38,1282.89,141.49,0.5452
613,2026-06-06 14:35:32,8,car,-0.01,107.24,65.41,244.02,0.5745
613,2026-06-06 14:35:32,9,person,1222.61,118.32,1280.80,173.21,0.4848
613,2026-06-06 14:35:32,11,person,1255.22,62.38,1282.89,141.49,0.5452
614,2026-06-06 14:35:32,8,car,-0.01,107.24,65.41,244.02,0.5745
614,2026-06-06 14:35:32,9,person,1222.61,118.32,1280.80,173.21,0.4848
614,2026-06-06 14:35:32,11,person,1255.22,62.38,1282.89,141.49,0.5452
615,2026-06-06 14:35:32,8,car,-0.01,107.24,65.41,244.02,0.5745
615,2026-06-06 14:35:32,9,person,1222.61,118.32,1280.80,173.21,0.4848
615,2026-06-06 14:35:32,11,person,1255.22,62.38,1282.89,141.49,0.5452
616,2026-06-06 14:35:32,8,car,-0.01,107.24,65.41,244.02,0.5745
616,2026-06-06 14:35:32,9,person,1222.61,118.32,1280.80,173.21,0.4848
616,2026-06-06 14:35:32,11,person,1255.22,62.38,1282.89,141.49,0.5452
617,2026-06-06 14:35:33,8,car,-0.01,107.24,65.41,244.02,0.5745
617,2026-06-06 14:35:33,9,person,1222.61,118.32,1280.80,173.21,0.4848
617,2026-06-06 14:35:33,11,person,1255.22,62.38,1282.89,141.49,0.5452
618,2026-06-06 14:35:33,8,car,-0.01,107.24,65.41,244.02,0.5745
618,2026-06-06 14:35:33,9,person,1222.61,118.32,1280.80,173.21,0.4848
618,2026-06-06 14:35:33,11,person,1255.22,62.38,1282.89,141.49,0.5452
619,2026-06-06 14:35:33,8,car,-0.01,107.24,65.41,244.02,0.5745
619,2026-06-06 14:35:33,9,person,1222.61,118.32,1280.80,173.21,0.4848
619,2026-06-06 14:35:33,11,person,1255.22,62.38,1282.89,141.49,0.5452
620,2026-06-06 14:35:33,8,car,-0.01,107.24,65.41,244.02,0.5745
620,2026-06-06 14:35:33,9,person,1222.61,118.32,1280.80,173.21,0.4848
620,2026-06-06 14:35:33,11,person,1255.22,62.38,1282.89,141.49,0.5452
621,2026-06-06 14:35:33,8,car,-0.01,107.24,65.41,244.02,0.5745
621,2026-06-06 14:35:33,9,person,1222.61,118.32,1280.80,173.21,0.4848
621,2026-06-06 14:35:33,11,person,1255.22,62.38,1282.89,141.49,0.5452
622,2026-06-06 14:35:33,8,car,-0.01,107.24,65.41,244.02,0.5745
622,2026-06-06 14:35:33,9,person,1222.61,118.32,1280.80,173.21,0.4848
622,2026-06-06 14:35:33,11,person,1255.22,62.38,1282.89,141.49,0.5452
623,2026-06-06 14:35:34,9,person,1222.61,118.32,1280.80,173.21,0.4848
623,2026-06-06 14:35:34,11,person,1255.22,62.38,1282.89,141.49,0.5452
624,2026-06-06 14:35:34,9,person,1222.61,118.32,1280.80,173.21,0.4848
624,2026-06-06 14:35:34,11,person,1255.22,62.38,1282.89,141.49,0.5452
625,2026-06-06 14:35:34,9,person,1222.61,118.32,1280.80,173.21,0.4848
